release_year,cleaned_lyrics
1995,brand
1995,start
1995,So
1995,baby
1995,make
1995,shape
1995,shake
1995,control
1995,askin
1995,chance
1995,You
1995,Make
1995,Yeah
1995,But
1995,depend
1995,hey
1995,!
1995,life
1995,twist
1995,turn
1995,cut
1995,knife
1995,Be
1995,friends
1995,stop
1995,livin
1995,lie
1995,Please
1995,In
1995,(
1995,Take
1995,)
1995,live5Embed
1995,Mother
1995,Love
1995,I
1995,`
1995,sleep
1995,passion
1995,stormy
1995,affair
1995,To
1995,make
1995,feel
1995,life
1995,Is
1995,heading
1995,All
1995,comfort
1995,Just
1995,woman
1995,Gives
1995,sweet
1995,mother
1995,love
1995,walked
1995,long
1995,lonely
1995,lane
1995,game
1995,world
1995,And
1995,strong
1995,But
1995,heart
1995,heavy
1995,hope
1995,Out
1995,city
1995,","
1995,cold
1995,pity
1995,safe
1995,place
1995,hide
1995,Mama
1995,back
1995,inside
1995,waves
1995,give
1995,crave
1995,cry
1995,peace
1995,You
1995,My
1995,body
1995,aching
1995,dreams
1995,company
1995,Got
1995,feeling
1995,sun
1995,coming
1995,home
1995,(
1995,)
1995,God
1995,works
1995,mysterious
1995,ways
1995,Eeeeh
1995,dop
1995,dep
1995,things
1995,learned
1995,youth4Embed
1995,My
1995,Life
1995,Has
1995,Been
1995,Saved
1995,This
1995,today
1995,People
1995,separate
1995,ways
1995,things
1995,In
1995,disarray
1995,I
1995,read
1995,papers
1995,There
1995,`
1995,death
1995,page
1995,Oh
1995,Lord
1995,","
1995,life
1995,saved
1995,Yeah
1995,Here
1995,telling
1995,lies
1995,We
1995,back
1995,Where
1995,started
1995,hey
1995,You
1995,saved2Embed
1995,Too
1995,Much
1995,Love
1995,Will
1995,Kill
1995,You
1995,I
1995,`
1995,pieces
1995,bitter
1995,tears
1995,raining
1995,away
1995,home
1995,","
1995,facing
1995,For
1995,long
1995,Oh
1995,feel
1995,told
1995,truth
1995,About
1995,growing
1995,struggle
1995,In
1995,tangled
1995,state
1995,mind
1995,back
1995,find
1995,Where
1995,wrong
1995,love
1995,kill
1995,If
1995,make
1995,Torn
1995,lover
1995,And
1995,leave
1995,headed
1995,disaster
1995,Cause
1995,read
1995,signs
1995,time
1995,shadow
1995,bring
1995,sunshine
1995,Now
1995,Mmm
1995,standing
1995,shoes
1995,?
1995,Can
1995,impossible
1995,choose
1995,No
1995,making
1995,Every
1995,bound
1995,lose
1995,Oh-oh
1995,Just
1995,It
1995,drain
1995,power
1995,Make
1995,plead
1995,scream
1995,crawl
1995,pain
1995,crazy
1995,victim
1995,crime
1995,Yes
1995,life
1995,lie
1995,understand
1995,give
1995,sell
1995,soul
1995,But
1995,end11Embed
1995,A
1995,Winter
1995,’
1995,Tale
1995,It
1995,`
1995,winter
1995,fall
1995,Red
1995,skies
1995,gleaming
1995,","
1995,Seagulls
1995,flying
1995,Swans
1995,floating
1995,Smoking
1995,chimney
1995,tops
1995,Am
1995,I
1995,dreaming
1995,?
1995,The
1995,nights
1995,draw
1995,There
1995,silky
1995,moon
1995,Up
1995,sky
1995,Children
1995,fantasizing
1995,Grown-ups
1995,standing
1995,What
1995,super
1995,feeling
1995,Woh-woh-woh-woh
1995,So
1995,quiet
1995,peaceful
1995,Tranquil
1995,blissful
1995,kind
1995,Of
1995,magic
1995,air
1995,magnificent
1995,view
1995,breathtaking
1995,scene
1995,With
1995,dreams
1995,world
1995,In
1995,palm
1995,hand
1995,You
1995,cozy
1995,fireside
1995,chat
1995,Sound
1995,merry
1995,Laughter
1995,skippin
1995,Gentle
1995,rain
1995,beatin
1995,extraordinary
1995,place
1995,!
1995,And
1995,dream
1995,child
1995,Is
1995,hope
1995,beautiful
1995,Like
1995,landscape
1995,painting
1995,Mountains
1995,zooming
1995,higher
1995,uh
1995,Little
1995,girls
1995,scream
1995,cry
1995,My
1995,spinning
1995,unbelievable
1995,sends
1995,reeling
1995,Oooh
1995,bliss4Embed
1995,It
1995,’
1995,Beautiful
1995,Day
1995,`
1995,beautiful
1995,day
1995,The
1995,sun
1995,shining
1995,","
1995,I
1995,feel
1995,And
1995,To
1995,stop
1995,Go
1995,No
1995,Yeah
1995,You
1995,oneEmbed
1995,Yeah
1995,YeahYou
1995,likeEmbed
1995,Untitled
1995,...
1995,Yeah
1995,","
1995,ooh
1995,I
1995,’
1995,back
1995,shit
1995,linked
1995,Nick
1995,Nike
1995,She
1995,Put
1995,Proceed
1995,ride
1995,Ran
1995,Don
1995,Stroking
1995,b—
1995,Michael
1995,Phelps
1995,Come
1995,check
1995,Niggas
1995,answer
1995,phone
1995,Now
1995,reach
1995,Ho
1995,`
1995,And
1995,speak
1995,pulled
1995,1
1995,A.M.
1995,?
1995,beat
1995,You
1995,asked
1995,Venmo
1995,account
1995,Oh
1995,1-3-1-7
1995,practice
1995,forgiveness
1995,city
1995,turn
1995,bitch
1995,Like
1995,Scarface
1995,banana
1995,boat
1995,places
1995,Doing
1995,things
1995,doYou
1995,like1Embed
1989,Party
1989,You
1989,girl
1989,","
1989,friend
1989,`
1989,We
1989,swag
1989,sauce
1989,dripping
1989,swagu
1989,friends
1989,I
1989,young
1989,ready
1989,To
1989,give
1989,love
1989,told
1989,girls
1989,Don
1989,slow
1989,So
1989,away
1989,Just
1989,tomorrow
1989,tonight
1989,Speakers
1989,knockin
1989,morning
1989,light
1989,Cause
1989,party
1989,hey
1989,!
1989,Hey
1989,Your
1989,touch
1989,driving
1989,crazy
1989,explain
1989,feel
1989,Top
1989,radio
1989,night
1989,belongs
1989,hold
1989,close
1989,talking
1989,oh-oh-oh-oh
1989,That
1989,Music
1989,Set
1989,scene
1989,3000
1989,degrees
1989,worried
1989,*
1989,But
1989,worry
1989,homeboy
1989,named
1989,Butter
1989,And
1989,Cheese
1989,baby
1989,make
1989,milk
1989,drip
1989,knees
1989,Spit
1989,real-o
1989,Brain
1989,Brillo
1989,Kiddo
1989,makes
1989,Never
1989,hero
1989,Man
1989,food
1989,court
1989,eating
1989,gyros
1989,Yesterday
1989,single
1989,pray
1989,Grandmom
1989,forgot
1989,studying
1989,beat
1989,Talking
1989,?
1989,Girl
1989,Move
1989,Pshh
1989,raw
1989,rip
1989,All
1989,remem-ber
1989,min-
1989,Nute
1989,fell
1989,rap
1989,black
1989,cousin
1989,back
1989,Blue
1989,rent
1989,due
1989,Cream
1989,loving
1989,knocking
1989,22Embed
1989,Khashoggi
1989,’
1989,Ship
1989,Who
1989,party
1989,?
1989,Huh
1989,","
1989,I
1989,`
1989,pretty
1989,shape
1989,The
1989,years
1989,life
1989,Are
1989,supernova
1989,perpetual
1989,craze
1989,!
1989,Everybody
1989,drank
1989,wine
1989,You
1989,drift
1989,And
1989,holiday
1989,On
1989,We
1989,time
1989,They
1989,sexy
1989,blitzed
1989,All
1989,trip
1989,This
1989,big
1989,sucker
1989,With
1989,fist
1989,head
1989,Wanted
1989,away
1989,kiss
1989,ass
1989,honey
1989,He
1989,pulled
1989,gun
1989,arrest
1989,uh
1989,babe
1989,Now
1989,listen
1989,no-one
1989,stops
1989,No-one
1989,Just
1989,phased
1989,pissed
1989,total
1989,eclipse
1989,Bup
1989,bup
1989,badabup
1989,badibup
1989,Bedabup
1989,bedadee
1989,hey
1989,That
1989,Oooh
1989,Wooh
1989,wooh
1989,hah
1989,started
1989,midnight
1989,Yeah
1989,Hey
1989,Hah
1989,left
1989,Party
1989,Lay
1989,middle
1989,Do
1989,night
1989,alright
1989,Two
1989,buddy
1989,uhh
1989,Alright
1989,Left
1989,No
1989,Aaahh
1989,1Embed
1989,The
1989,Miracle
1989,Every
1989,drop
1989,rain
1989,falls
1989,In
1989,Sahara
1989,Desert
1989,It
1989,`
1989,miracle
1989,All
1989,God
1989,creations
1989,great
1989,small
1989,Golden
1989,Gate
1989,Taj
1989,Mahal
1989,That
1989,Test
1989,tube
1989,babies
1989,born
1989,Mothers
1989,","
1989,fathers
1989,dead
1989,We
1989,earth
1989,Mother
1989,nature
1989,wonders
1989,world
1989,hanging
1989,Gardens
1989,Babylon
1989,Captain
1989,Cook
1989,Cain
1989,Abel
1989,Jimi
1989,Hendrix
1989,Tower
1989,Babel
1989,waiting
1989,Is
1989,peace
1989,today
1989,You
1989,If
1989,leaf
1989,tree
1989,Could
1989,story
1989,A
1989,child
1989,street
1989,Had
1989,clothes
1989,wear
1989,food
1989,eat
1989,free
1989,To
1989,live
1989,perfect
1989,harmony
1989,Open
1989,hearts
1989,surgery
1989,Sunday
1989,mornings
1989,cup
1989,tea
1989,Superpowers
1989,fighting
1989,Mona
1989,Lisa
1989,smiling
1989,And
1989,–
1989,time
1989,day
1989,When
1989,friends
1989,friends3Embed
1989,The
1989,Invisible
1989,Man
1989,I
1989,`
1989,invisible
1989,Incredible
1989,See
1989,Freddie
1989,Mercury
1989,!
1989,When
1989,hear
1989,sound
1989,That
1989,place
1989,Feel
1989,move
1989,trace
1989,sits
1989,On
1989,bed
1989,Don
1989,turn
1989,tread
1989,","
1989,It
1989,criminal
1989,You
1989,John
1989,Deacon
1989,Now
1989,room
1989,And
1989,life
1989,head
1989,Like
1989,CIA
1989,FBI
1989,close
1989,Never
1989,alive
1989,Hah
1989,hah
1989,real
1989,friend
1989,Not
1989,boy
1989,girl
1989,No
1989,Let
1989,flag
1989,unfurl
1989,So
1989,make
1989,mark
1989,From
1989,edge
1989,world
1989,Brian
1989,May
1989,track
1989,mind
1989,back
1989,But
1989,meanest
1989,darkest
1989,fear
1989,caught
1989,shake
1989,dear
1989,Look
1989,Rrrroger
1989,Taylor
1989,Shake
1989,7Embed
1989,Breakthru
1989,When
1989,love
1989,breaks
1989,","
1989,dawn
1989,light
1989,wakes
1989,A
1989,life
1989,born
1989,Somehow
1989,I
1989,make
1989,This
1989,final
1989,breakthrough
1989,!
1989,wake
1989,feel
1989,fine
1989,Your
1989,fills
1989,mind
1989,religion
1989,quick
1989,Because
1989,`
1989,divine
1989,Honey
1989,touching
1989,You
1989,thumb
1989,spell
1989,Can
1989,?
1989,If
1989,reach
1989,smile
1989,That
1989,Oh
1989,These
1989,barriers
1989,pain
1989,Yeah
1989,sunshine
1989,rain
1989,Make
1989,feelings
1989,Turn
1989,heart
1989,inside
1989,For
1989,Final
1989,speaks
1989,books
1989,break
1989,starting
1989,Deep
1989,sparking
1989,fire
1989,outta
1989,control
1989,rush
1989,Headlong
1989,ecstasy
1989,Hey
1989,Breakthrough
1989,5Embed
1989,Rain
1989,Must
1989,Fall
1989,I
1989,stars
1989,Life
1989,exciting
1989,Acting
1989,bizarre
1989,Your
1989,world
1989,inviting
1989,Playing
1989,cool
1989,And
1989,mysterious
1989,Honey
1989,day
1989,full
1989,sunshine
1989,But
1989,life
1989,A
1989,rain
1989,fall
1989,No
1989,problem
1989,","
1989,uh
1989,Be
1989,Anyone
1989,imagines
1989,They
1989,blind
1989,science
1989,Bully
1989,With
1989,property
1989,finance
1989,position
1989,To
1989,call
1989,shots
1989,price
1989,You
1989,found
1989,success
1989,recognition
1989,Flow
1989,John
1989,!
1989,lead
1989,fairy
1989,existence
1989,Ha
1989,Kiss
1989,kiss
1989,Others
1989,dramatizing
1989,Problems
1989,work
1989,So
1989,`
1989,surprising
1989,There
1989,alter
1989,opinions
1989,honey
1989,clean
1989,reputation
1989,facing
1989,complications
1989,Cause
1989,Woo
1989,Alright
1989,Play
1989,nice
1989,Yes
1989,baby
1989,Ooh
1989,time
1989,Uh-huh
1989,Make
1989,rain5Embed
1989,Scandal
1989,Tee-dee-ra-ra-ra-ra
1989,Tee-dee-ree-ree-ree-ree-ree-ra-ra
1989,Too-roo-roo-roo-roo-roo
1989,Roo-roo-roo-roo-roo-roo-roo
1989,Now
1989,`
1989,left
1989,world
1989,Hey
1989,","
1989,scandal
1989,They
1989,turn
1989,lives
1989,freak
1989,show
1989,heartache
1989,love
1989,break
1989,hear
1989,pleading
1989,We
1989,God
1989,sakes
1989,Over
1989,healing
1989,wounds
1989,And
1989,make
1989,fools
1989,Here
1989,news
1989,Open
1989,flood
1989,gates
1989,leave
1989,bleeding
1989,“
1989,cheapskates
1989,!
1989,”
1989,You
1989,So
1989,stare
1989,It
1989,private
1989,affair
1989,hung
1989,air
1989,life
1989,twisted
1989,broken
1989,I
1989,Yes
1989,breaking
1989,heart
1989,loving
1989,Today
1989,:
1989,headlines
1989,Tomorrow
1989,hard
1989,times
1989,no-one
1989,The
1989,truth
1989,lies
1989,story
1989,Deeper
1989,hide
1989,deeper
1989,inside
1989,4Embed
1989,My
1989,Baby
1989,Does
1989,Me
1989,Turn
1989,bit
1989,","
1989,baby
1989,lady
1989,understands
1989,Understands
1989,She
1989,cares
1989,`
1989,hurts
1989,winds
1989,lets
1989,Turns
1989,tells
1989,pussy
1989,loves
1989,cuffs
1989,One
1989,day
1989,That
1989,Another
1989,love
1989,You
1989,ooh
1989,Now
1989,believe
1989,?
1989,Do
1989,Ooh
1989,Ooh-ooh-ooh
1989,Uh
1989,Really
1989,Ah
1989,hey1Embed
1989,Was
1989,It
1989,All
1989,Worth
1989,What
1989,left
1989,To
1989,life
1989,?
1989,Did
1989,I
1989,achieve
1989,Set
1989,sights
1989,Am
1989,happy
1989,Or
1989,sinking
1989,sand
1989,worth
1989,Yeah
1989,","
1989,hear
1989,story
1989,Let
1989,We
1989,bought
1989,drum
1989,kit
1989,blew
1989,trumpet
1989,Played
1989,circuit
1989,Thought
1989,perfect
1989,Ooh
1989,giving
1989,heart
1989,soul
1989,And
1989,staying
1989,night
1989,Living
1989,breathing
1989,rock
1989,`
1989,roll
1989,A
1989,godforsaken
1989,years
1989,You
1989,Put
1989,money
1989,Without
1989,counting
1989,cost
1989,matter
1989,If
1989,lost
1989,Yes
1989,vicious
1989,kill
1989,hungry
1989,brill
1989,served
1989,purpose
1989,Like
1989,bloody
1989,circus
1989,dandy
1989,love
1989,madly
1989,This
1989,Godforsaken
1989,When
1989,hurly
1989,burly
1989,Bali
1989,Saw
1989,God
1989,Dali
1989,So
1989,mystic
1989,surrealistic
1989,!
1989,Giving
1989,living
1989,ending
1989,fight
1989,worthwhile
1989,experience
1989,hahahaha
1989,4Embed
1984,TranslationsРусскийRadio
1984,Ga
1984,I
1984,`
1984,watch
1984,light
1984,My
1984,friend
1984,teenage
1984,nights
1984,And
1984,heard
1984,radio
1984,You
1984,gave
1984,time
1984,stars
1984,Through
1984,wars
1984,worlds
1984,invaded
1984,Mars
1984,made
1984,laugh
1984,","
1984,cry
1984,feel
1984,fly
1984,So
1984,background
1984,noise
1984,A
1984,backdrop
1984,girls
1984,boys
1984,Who
1984,complain
1984,power
1984,finest
1984,hour
1984,Radio
1984,All
1984,hear
1984,gaga
1984,goo-goo
1984,blah
1984,?
1984,loves
1984,We
1984,shows
1984,On
1984,videos
1984,hours
1984,ears
1984,How
1984,music
1984,changes
1984,years
1984,Let
1984,hope
1984,leave
1984,Like
1984,things
1984,depend
1984,stick
1984,miss
1984,When
1984,grow
1984,tired
1984,visual
1984,Someone
1984,45Embed
1984,Tear
1984,It
1984,Up
1984,Are
1984,ready
1984,?
1984,Hey
1984,","
1984,We
1984,`
1984,turn
1984,!
1984,Yeah
1984,Turn
1984,loose
1984,baby
1984,Woo
1984,give
1984,mind
1984,Give
1984,body
1984,time
1984,Let
1984,party
1984,sleepin
1984,Soon
1984,round
1984,street
1984,I
1984,creeping
1984,You
1984,tear
1984,stir
1984,Break
1984,shake
1984,Make
1984,square
1984,Wake
1984,Stake
1984,wrong
1984,Listen
1984,love
1984,sweet
1984,naughty
1984,Baby
1984,Oh
1984,wa
1984,toy
1984,At
1984,birthday
1984,Wind
1984,wind
1984,Burn
1984,driving
1984,What
1984,doin
1984,Ha
1984,Woohoo
1984,5Embed
1984,It
1984,’
1984,Hard
1984,Life
1984,I
1984,`
1984,freedom
1984,There
1984,reason
1984,living
1984,With
1984,broken
1984,heart
1984,This
1984,tricky
1984,situation
1984,blame
1984,simple
1984,fact
1984,life
1984,happen
1984,You
1984,win
1984,","
1984,lose
1984,chance
1984,love
1984,Oh
1984,fell
1984,But
1984,And
1984,falling
1984,Yeah
1984,hard
1984,To
1984,lovers
1984,live
1984,forever
1984,In
1984,hearts
1984,long
1984,fight
1984,learn
1984,trust
1984,Right
1984,start
1984,When
1984,mend
1984,pieces
1984,back
1984,tears
1984,They
1984,state
1984,mind
1984,How
1984,hurts
1984,cut
1984,size
1984,tough
1984,Now
1984,waiting
1984,fall
1984,skies
1984,Yes
1984,True
1984,world
1984,filled
1984,sorrow
1984,searching
1984,For
1984,tomorrow
1984,love15Embed
1984,Man
1984,Prowl
1984,Hey
1984,","
1984,I
1984,`
1984,Walk
1984,wild
1984,side
1984,loosen
1984,gas
1984,action
1984,Go
1984,crazy
1984,driving
1984,fast
1984,lane
1984,My
1984,baby
1984,left
1984,She
1984,dirty
1984,feeling
1984,lonely
1984,So
1984,home
1984,If
1984,Break
1984,heart
1984,prowl
1984,You
1984,watch
1984,loose
1984,Looking
1984,trouble
1984,rock
1984,roll
1984,steady
1984,low
1984,trash
1984,wa
1984,movies
1984,All
1984,ass
1984,honey
1984,Don
1984,leave
1984,Feeling
1984,Come
1984,To
1984,break
1984,Cause
1984,Well
1984,dreaming
1984,But
1984,teach
1984,dancing
1984,Fred
1984,Astaire
1984,Look
1984,Baby
1984,hey
1984,Steady
1984,Loosen
1984,whoo
1984,!
1984,Wow
1984,4Embed
1984,Machines
1984,","
1984,machines
1984,It
1984,`
1984,machine
1984,world
1984,Don
1984,I
1984,soul
1984,When
1984,place
1984,rock
1984,roll
1984,They
1984,But
1984,deep
1984,inside
1984,freeze
1984,burn
1984,squeeze
1984,stress
1984,With
1984,smoke-blackened
1984,pistons
1984,Of
1984,steel
1984,compress
1984,wrest
1984,away
1984,Back
1984,Humans
1984,We
1984,disease
1984,No
1984,troubles
1984,mind
1984,fighting
1984,peace
1984,regard
1984,time
1984,cry
1984,retreat
1984,conception
1984,love
1984,defeat
1984,You
1984,What
1984,noise
1984,?
1984,bytes
1984,mega
1984,chips
1984,tea
1984,Machine
1984,boys
1984,random
1984,access
1984,memory
1984,Never
1984,worry
1984,Not
1984,money
1984,gold
1984,software
1984,hardware
1984,Its
1984,heartbeat
1984,time-share
1984,midwife
1984,disk
1984,drive
1984,sex-life
1984,quantized
1984,self-perpetuating
1984,A
1984,parahumanoidarianised
1984,Living
1984,Thinking
1984,past
1984,How
1984,Yeah
1984,Change
1984,woo
1984,!
1984,coming
1984,Hey
1984,Ha
1984,worldEmbed
1984,Keep
1984,Passing
1984,Open
1984,Windows
1984,This
1984,life
1984,Surround
1984,fantasy
1984,You
1984,strong
1984,And
1984,believe
1984,Forget
1984,sadness
1984,`
1984,Cause
1984,love
1984,Love
1984,Do
1984,To
1984,world
1984,When
1984,On
1984,luck
1984,failure
1984,?
1984,Wake
1984,screaming
1984,In
1984,middle
1984,night
1984,waste
1984,time
1984,It
1984,year
1984,start
1984,believing
1984,Everything
1984,alright
1984,Next
1984,minute
1984,flat
1984,back
1984,A
1984,brand
1984,day
1984,beginning
1984,Get
1984,sunny
1984,feeling
1984,Just
1984,passing
1984,open
1984,windows
1984,feels
1984,friend
1984,Without
1984,job
1984,money
1984,spend
1984,","
1984,stranger
1984,All
1984,suicide
1984,One
1984,days
1984,lose
1984,fight
1984,danger
1984,That
1984,burning
1984,deep
1984,inside
1984,telling
1984,Oh
1984,Things
1984,Baby
1984,windows2Embed
1984,Is
1984,This
1984,World
1984,We
1984,Created
1984,...
1984,?
1984,Just
1984,hungry
1984,Mouths
1984,feed
1984,Take
1984,suffering
1984,breed
1984,So
1984,lonely
1984,faces
1984,scattered
1984,Searching
1984,world
1984,created
1984,What
1984,invaded
1984,Against
1984,law
1984,`
1984,living
1984,today
1984,The
1984,You
1984,everyday
1984,A
1984,helpless
1984,child
1984,born
1984,Who
1984,loving
1984,Inside
1984,happy
1984,home
1984,Somewhere
1984,wealthy
1984,sitting
1984,throne
1984,Waiting
1984,life
1984,Oh
1984,","
1984,oh-oh
1984,made
1984,devastated
1984,Right
1984,bone
1984,If
1984,God
1984,sky
1984,To
1984,He
1984,8Embed
1982,Staying
1982,Power
1982,Huh
1982,Let
1982,show
1982,Yeah
1982,Uh
1982,Hey
1982,","
1982,See
1982,I
1982,hell
1982,lot
1982,Tell
1982,feel
1982,Is
1982,real
1982,?
1982,You
1982,takes
1982,And
1982,Did
1982,hear
1982,call
1982,baby
1982,staying
1982,power
1982,!
1982,ahn
1982,Ha
1982,wonder
1982,`
1982,make
1982,shake
1982,Rock
1982,rock
1982,C
1982,shock
1982,catch
1982,groove
1982,Make
1982,move
1982,We
1982,work
1982,play
1982,ball
1982,Haha
1982,Wu
1982,Hahaha
1982,That
1982,Ooh
1982,Ho
1982,ooh-ooh-ooh
1982,fire
1982,regular
1982,dynamo
1982,Want
1982,smooth
1982,company
1982,Don
1982,lose
1982,control
1982,hang
1982,Got
1982,But
1982,plenty
1982,time
1982,stick
1982,trick
1982,Blow
1982,blow
1982,Get
1982,mood
1982,give
1982,bit
1982,attitude
1982,Baby
1982,crash
1982,trash
1982,Gotcha3Embed
1982,Dancer
1982,I
1982,`
1982,invited
1982,party
1982,Been
1982,sitting
1982,night
1982,feel
1982,Ain
1982,black
1982,coat
1982,tie
1982,shape
1982,Come
1982,","
1982,baby
1982,Ha
1982,!
1982,dancer
1982,live
1982,doubt
1982,Why
1982,kick
1982,dancing
1982,shoes
1982,And
1982,ride
1982,?
1982,Cool
1982,You
1982,life
1982,soul
1982,funk-tion
1982,It
1982,To
1982,hold
1982,introduction
